,Reaction,EC value,Method,Evaluation,Reaction.1,Reaction formula in CID format,order,order id,Reaction formula in python dictionary,T(K),pH,Ionic strength,pMg,K',electrolytes,Buffer/reagents/solute added,Reference_id,media conditions,exclude,reaction_id
3062,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3063,Keq_3063,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,7.0,0.25,,303.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0624;orthophosphate=0.0462;(R)-3-phosphoglycerate=0.0000095;K+_tot=0.203;Mg2+_tot=0.0091,no,rxn_476
3063,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3064,Keq_3064,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,7.0,0.25,,332.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0678;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000102;K+_tot=0.23;Mg2+_tot=0.0001,no,rxn_476
3064,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3065,Keq_3065,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,7.0,0.25,,319.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0671;orthophosphate=0.0495;(R)-3-phosphoglycerate=0.0000104;K+_tot=0.218;Mg2+_tot=0.00099,no,rxn_476
3065,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3066,Keq_3066,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,7.0,0.25,,310.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0646;orthophosphate=0.0476;(R)-3-phosphoglycerate=0.0000099;K+_tot=0.21;Mg2+_tot=0.0048,no,rxn_476
3066,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3067,Keq_3067,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,7.0,0.25,,294.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0616;orthophosphate=0.0456;(R)-3-phosphoglycerate=0.0000095;K+_tot=0.2;Mg2+_tot=0.0091,no,rxn_476
3067,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3068,Keq_3068,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.95,0.25,,288.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000114;K+_tot=0.214,no,rxn_476
3068,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3069,Keq_3069,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.86,0.25,,341.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000096;K+_tot=0.212,no,rxn_476
3069,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3070,Keq_3070,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.95,0.25,,338.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000097;K+_tot=0.214;Mg2+_tot=0.001,no,rxn_476
3070,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3071,Keq_3071,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.92,0.25,,301.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000109;K+_tot=0.213;Mg2+_tot=0.004,no,rxn_476
3071,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3072,Keq_3072,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.89,0.25,,260.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000126;K+_tot=0.212;Mg2+_tot=0.007,no,rxn_476
3072,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3073,Keq_3073,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.87,0.25,,247.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000132;K+_tot=0.212;Mg2+_tot=0.01,no,rxn_476
3073,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3074,Keq_3074,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.96,0.25,,384.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000085;K+_tot=0.247;Mg2+_tot=0.001,no,rxn_476
3074,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3075,Keq_3075,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.93,0.25,,297.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.000011;K+_tot=0.238;Mg2+_tot=0.004,no,rxn_476
3075,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3076,Keq_3076,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.9,0.25,,255.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000128;K+_tot=0.229;Mg2+_tot=0.007,no,rxn_476
3076,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3077,Keq_3077,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.88,0.25,,270.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000127;K+_tot=0.22;Mg2+_tot=0.01,no,rxn_476
3077,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3078,Keq_3078,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.73,0.25,,307.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000107;K+_tot=0.247;Mg2+_tot=0.001,no,rxn_476
3078,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3079,Keq_3079,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.72,0.25,,306.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0655;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000107;K+_tot=0.247;Mg2+_tot=0.001,no,rxn_476
3079,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3080,Keq_3080,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.91,0.25,,298.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0629;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000106;K+_tot=0.208,no,rxn_476
3080,alkaline phosphatase,3.1.3.1,spectrophotometry,A,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,3081,Keq_3081,"{'CHB_17794': -1, 'CHB_26078': 1, 'CHB_16659': 1, 'CHB_15377': -1}",311.15,6.92,0.25,,290.0,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0629;orthophosphate=0.05;(R)-3-phosphoglycerate=0.0000108;K+_tot=0.208,no,rxn_476
3081,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3082,Keq_3082,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.41,0.25,,1.09254e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0637;hydroxypyruvate=0.0000252;NADH=0.0000252;NAD=0.0091248;K+_tot=0.24305,no,rxn_143
3082,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3083,Keq_3083,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.99,0.25,,3.77571e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0101;hydroxypyruvate=0.0000167;NADH=0.0000167;NAD=0.0073133;K+_tot=0.234625,no,rxn_143
3083,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3084,Keq_3084,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.96,0.25,,3.35349e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.00502;hydroxypyruvate=0.0000111;NADH=0.0000111;NAD=0.0073189;K+_tot=0.234625,no,rxn_143
3084,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3085,Keq_3085,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.22,0.25,,6.89124e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0101;hydroxypyruvate=0.0000178;NADH=0.0000178;NAD=0.0045522;K+_tot=0.232075,no,rxn_143
3085,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3086,Keq_3086,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.72,0.25,,2.26083e-05,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0644;hydroxypyruvate=0.000114;NADH=0.000114;NAD=0.008926;K+_tot=0.228,no,rxn_143
3086,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3087,Keq_3087,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.72,0.25,,2.1817e-05,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0644;hydroxypyruvate=0.000112;NADH=0.000112;NAD=0.008928;K+_tot=0.228,no,rxn_143
3087,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3088,Keq_3088,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.8,0.25,,3.25924e-05,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0646;hydroxypyruvate=0.000116;NADH=0.000169;NAD=0.009311;K+_tot=0.2273,no,rxn_143
3088,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3089,Keq_3089,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.41,0.25,,1.15417e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0637;hydroxypyruvate=0.0000259;NADH=0.0000259;NAD=0.0091241;K+_tot=0.24305,no,rxn_143
3089,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3090,Keq_3090,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.49,0.25,,9.30319e-07,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0637;hydroxypyruvate=0.0000078;NADH=0.0000706;NAD=0.0092924;K+_tot=0.24175,no,rxn_143
3090,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3091,Keq_3091,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.03,0.25,,4.56213e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0645;hydroxypyruvate=0.0000516;NADH=0.0000516;NAD=0.0090484;K+_tot=0.234625,no,rxn_143
3091,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3092,Keq_3092,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.03,0.25,,4.38653e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0645;hydroxypyruvate=0.0000506;NADH=0.0000506;NAD=0.0090494;K+_tot=0.234625,no,rxn_143
3092,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3093,Keq_3093,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.98,0.25,,5.35724e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0683;hydroxypyruvate=0.0000407;NADH=0.0000851;NAD=0.0094659;K+_tot=0.234625,no,rxn_143
3093,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3094,Keq_3094,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.98,0.25,,5.43988e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0683;hydroxypyruvate=0.0000408;NADH=0.0000862;NAD=0.0094658;K+_tot=0.234625,no,rxn_143
3094,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3095,Keq_3095,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,8.05,0.25,,6.22693e-05,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.00993;hydroxypyruvate=0.0000666;NADH=0.0000666;NAD=0.0071734;K+_tot=0.2265,no,rxn_143
3095,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3096,Keq_3096,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.98,0.25,,4.06348e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0682;hydroxypyruvate=0.0000786;NADH=0.0000331;NAD=0.0093879;K+_tot=0.234625,no,rxn_143
3096,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3097,Keq_3097,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.98,0.25,,3.77884e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0682;hydroxypyruvate=0.0000783;NADH=0.0000309;NAD=0.0093881;K+_tot=0.234625,no,rxn_143
3097,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3098,Keq_3098,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.98,0.25,,3.79427e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0682;hydroxypyruvate=0.0000799;NADH=0.0000304;NAD=0.0093866;K+_tot=0.234625,no,rxn_143
3098,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3099,Keq_3099,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.96,0.25,,3.72964e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0681;hydroxypyruvate=0.0000538;NADH=0.0000429;NAD=0.0090871;K+_tot=0.234625,no,rxn_143
3099,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3100,Keq_3100,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.98,0.25,,3.78794e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0681;hydroxypyruvate=0.0000542;NADH=0.0000432;NAD=0.0090768;K+_tot=0.234625,no,rxn_143
3100,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3101,Keq_3101,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.98,0.25,,4.21164e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0681;hydroxypyruvate=0.0000556;NADH=0.0000447;NAD=0.0086653;K+_tot=0.234625,no,rxn_143
3101,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3102,Keq_3102,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.98,0.25,,4.2458e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0681;hydroxypyruvate=0.0000558;NADH=0.0000449;NAD=0.0086651;K+_tot=0.234625,no,rxn_143
3102,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3103,Keq_3103,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,6.97,0.25,,4.16066e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;(R)-glycerate=0.0681;hydroxypyruvate=0.0000553;NADH=0.0000444;NAD=0.0086656;K+_tot=0.234625,no,rxn_143
3103,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3104,Keq_3104,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.0,0.0595,,3.8e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.0595;K+_tot=0.044125,no,rxn_143
3104,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3105,Keq_3105,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.0,0.5,,4.52e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.5;K+_tot=0.484625,no,rxn_143
3105,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3106,Keq_3106,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.0,1.0,,5.4e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=1;K+_tot=0.984625,no,rxn_143
3106,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3107,Keq_3107,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.0,0.25,,4.19e-06,MgCl2 (0.003 mol/L),potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;Mg2+_free=0.001;Mg2+_tot=0.003;K+_tot=0.225625,no,rxn_143
3107,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3108,Keq_3108,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",311.15,7.0,0.25,,4.36e-06,MgCl2 (0.01 mol/L),potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;Mg2+_free=0.0033;Mg2+_tot=0.01;K+_tot=0.204625,no,rxn_143
3108,glycerate dehydrogenase,1.1.1.29,spectrophotometry,A,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,3109,Keq_3109,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",303.15,7.0,0.25,,2.64e-06,,potassium phosphate (0.025 mol dm-3),82GUY,mol/L;IS=0.25;K+_tot=0.234625,no,rxn_143
